P1,mol_id,smiles
0,CID784132,Cc1ccc(Nc2nc(N3CCOCC3)c3ccccc3n2)cc1
1,CID784133,COc1cc(CNC2CCCCCC2)cc(OC)c1OC
1,CID4617025,O=C(Nc1nnc(-c2ccc3c(c2)CCCC3)o1)c1ccc(Cl)cc1Cl
1,CID2189062,CCCNC(=O)C1CCN(S(=O)(=O)c2ccc(Br)cc2)CC1
1,CID1129709,COc1ccc(NC(=O)Cn2nc(C(F)(F)F)c3c2CCCC3)cc1OC
1,CID3245673,COc1ccc(C(CC(=O)O)NC(=O)COc2ccccc2OC)cc1OC
1,CID1088392,COC(=O)c1sc(NC(=O)c2c(OC)cccc2OC)c(C#N)c1C
1,CID3245671,Cc1nc2c(C(=O)NCc3ccco3)cnn2c(C)c1Cc1ccc(F)cc1Cl
1,CID3245670,Cc1ccc(S(=O)(=O)N2CCC(C(=O)N3CCC(C(=O)NCc4cccnc4)CC3)CC2)cc1
0,CID3245677,O=C1CCCN1CN(C(=O)c1ccc2c(c1)OCO2)c1cccc(Cl)c1
1,CID3245676,CCOC(=O)C1CCN(C(=O)CCNC(=O)c2cc(OC)c(OC)c(OC)c2)CC1
1,CID3245675,O=C1CN(C(=O)c2ccc(Br)o2)C(c2ccc(F)cc2)c2cc(F)ccc2N1
1,CID3103695,CN(C)NC1CC(=O)N(c2ccccc2)C1=O
1,CID1550857,CSCCC(NC(=O)OCc1ccccc1)C(=O)O
1,CID3245679,O=C(C1CCN(S(=O)(=O)N2CCOCC2)CC1)N1CCC2(CC1)OCCO2
0,CID3245678,COc1ccc(NC(=O)CCCN2C(=O)C3C4C=CC(C4)C3C2=O)c(OC)c1
1,CID5307391,CCOC(=O)N1CCC(N2C(=O)c3ccccc3C2Nc2cc(Cl)c(OC)cc2OC)CC1
1,CID1209484,Cc1ccc(-c2ccc(/C=N/NC(=S)Nc3ccccc3)o2)cc1[N+](=O)[O-]
1,CID730268,O=S(=O)(Nc1ccc2c(c1)OCCO2)c1ccc(F)cc1
1,CID2841264,COC(=O)C1C(=O)NCC1c1ccc(OC)cc1
1,CID3168202,CCOC(=O)c1c(-c2ccccc2)csc1NC(=O)CSc1nc(N)cc(N)n1
1,CID3211277,CCOC(=O)CN(C(=O)CNC(=O)c1cccs1)C(C(=O)NC1CCCCC1)c1cccnc1
1,CID684344,O=C1C=C(N(CCO)CCO)C2(CCCCC2)O1
0,CID4220055,Cc1nnc(N2C(=O)c3oc4ccccc4c(=O)c3C2c2ccco2)s1
0,CID789284,CCN(CC)c1nc(SCC(=O)O)nc(N(CC)CC)n1
1,CID652032,CCOc1ccc2nc(NCCCNS(=O)(=O)c3ccccc3)c(C#N)cc2c1
0,CID747646,CC(C)c1ccc(NC(=O)c2cccnc2)cc1
1,CID1375750,C(=C/c1ccccc1)\CN1CCN(Cc2ccc3c(c2)OCCO3)CC1
1,CID2870907,C/C(=C1/C(=O)N(c2ccc([N+](=O)[O-])cc2)N=C1c1ccccc1)N(C)C
1,CID1973227,COC(=O)c1[nH]c2ccc(F)cc2c1NC(=O)Nc1ccc(OC)cc1
1,CID652036,CC(C)(C)C(=O)NC1CCN(S(=O)(=O)c2ccccc2F)CC1
1,CID2562142,O=C(COC(=O)c1ccccc1C(=O)c1ccccc1)c1ccco1
1,CID2406214,N#CCSc1nnc(Cc2cccc3ccccc23)n1C1CCCCC1
1,CID3238146,CC(C)CCN1CC(C(=O)N2CCN(c3ccc(F)cc3)CC2)CC1=O
1,CID2953297,COc1ccc(N2CCN(/C(=N\S(=O)(=O)c3ccccc3)Nc3nc(C)cc(C)n3)CC2)cc1
1,CID2963764,O=C(CC12CC3CC(CC(C3)C1)C2)Nc1cccc2ncccc12
0,CID2953291,Cc1ccc(NC(=O)C2CC(=O)NC(N3CCCCC3)=N2)cc1Cl
1,CID5523713,CS/C(=C\[N+](=O)[O-])Nc1ccc(F)cc1
1,CID2891446,O=c1/c(=C/c2ccco2)sc2n1CCCN=2
0,CID569192,Cc1onc(-c2ccccc2)c1C(=O)OCC(=O)c1ccccc1
1,CID5413149,COC1=C/C(=C2/C(C#N)=C(N)NC3=C2CCCC3)C=CC1=O
1,CID1350243,O=C(Nc1ccc(Cl)cc1)O/N=C(/c1ccccc1)c1ccccn1
1,CID730696,O=C(OCCN1C(=O)c2ccccc2C1=O)c1ccco1
1,CID3197508,CCc1nc(SCC(=O)Nc2nnc(CC)s2)c2c(C)c(C)sc2n1
1,CID730698,O=C(OCCN1C(=O)c2ccccc2C1=O)c1cccs1
0,CID3243126,Cn1c(C(=O)N2CCC3(CC2)OCCO3)cc2c(=O)n(C)c3ccccc3c21
1,CID664104,Cc1ccc(C)c(S(=O)(=O)c2c(N)n(/N=C/c3ccco3)c3nc4ccccc4nc23)c1
1,CID664105,CC1(C)Cc2c(c(N3CCCC3)nc3sc4c(N5CCN(CCO)CC5)ncnc4c23)CO1
0,CID664106,CC1CN(S(=O)(=O)c2cccc(-c3cn4cccnc4n3)c2)CC(C)O1
1,CID664107,CCCCOCCCNC(=O)NC(CC(C)C)C(=O)O
1,CID664100,N#Cc1nc(-c2ccc(OCc3ccc(Cl)cc3)cc2)oc1N1CCC(C(N)=O)CC1
1,CID664101,CC(C)C(NC(=O)NC1CCCc2ccccc21)C(=O)O
1,CID664102,O=C(c1ccccc1F)N(Cc1ccccc1)C1CCS(=O)(=O)C1
1,CID664103,O=S(=O)(c1cccs1)N1CN(CC2CCCO2)c2nc3ccccc3nc21
1,CID2919056,CCn1c(=O)c([N+](=O)[O-])c(NCCc2ccccc2)c2ccccc21
1,CID1381789,CC(=O)Nc1cc(OC(=O)c2ccco2)cc(OC(=O)c2ccco2)c1
1,CID664109,O=C(Nc1ccccc1)N(CCN1CCOCC1)Cc1cccc(Cl)c1
1,CID650961,O=C(OC(C(=O)NCC1CCCO1)c1ccccc1F)c1ccco1
1,CID650960,Cn1c(=O)[nH]c(=O)c2c1nc(N1CCN(Cc3ccccc3)CC1)n2CCCc1ccccc1
1,CID650963,COc1ccc(C(=O)N2CCN(C3CCC(c4ccccc4)CC3)CC2)cc1OC
1,CID650962,Cc1ccc(S(=O)(=O)Cn2nnnc2C(C(C)C)N2CCN(Cc3ccco3)CC2)cc1
1,CID650965,N#CCCN1CCN(C(=S)c2ccc(-c3ccc(Cl)cc3)o2)CC1
1,CID650964,O=C1C2C3CCCC3=C3CCCC3C2C(=O)N1c1ccc(F)cc1
0,CID650967,CC(Oc1ccccc1)C(=O)NCc1cccnc1
0,CID913777,COc1ccc(-c2ccc(-c3noc(-c4ccco4)n3)c(OC)n2)cc1
0,CID913778,COCc1nc(-c2ccc(-c3ccc(OC)cc3)nc2OC)no1
1,CID650968,Cc1ccc(OCc2nc(C#N)c(NCc3ccc4c(c3)OCO4)o2)cc1
0,CID666745,Cc1cc(N2CC(=O)N(CCc3ccccc3)C(=O)C2)n2ncnc2n1
1,CID2815225,COc1ccc(N2C(=O)CSCC2=O)cc1OC
1,CID1078495,Cc1ccc(NC(=O)C2CCN(S(=O)(=O)c3ccc(F)cc3)CC2)cc1
1,CID659828,COc1ccc2c(c1OC)C(=O)N(c1cccc(C(F)(F)F)c1)C2
1,CID659827,COc1ccccc1OCC(=O)Nc1nnc(-c2ccco2)s1
0,CID659826,c1coc(-c2nnc(SCc3nc4ccccc4[nH]3)o2)c1
1,CID659825,N#Cc1c(N)n(CCOC(=O)c2cccc(Br)c2)c2nc3ccccc3nc12
1,CID659824,CCN(CC)S(=O)(=O)c1cccc2c(N(C)C)cccc12
1,CID659823,CCOc1nc(-c2ccncc2)nc2ccccc12
1,CID659821,O=C(Nc1cccc(Oc2c(F)c(F)c(F)c(F)c2F)c1)N1CC2CC(C1)c1cccc(=O)n1C2
1,CID828277,COc1ccc(/N=C/c2sc3ccccc3c2Cl)cc1
1,CID645101,COc1ccc2cc(C(c3nnnn3CC3CCCO3)N3CCOCC3)c(=O)[nH]c2c1
1,CID977043,CCC(CC)C(=O)Nc1cccc(C(=O)Nc2nccs2)c1
1,CID4694173,COc1cccc(Nc2nc(CC(C)=O)ns2)c1
1,CID3236911,CCc1nnc(NC(=O)CSc2nc(-c3ccc(OC)cc3)ns2)s1
1,CID648898,Clc1ccccc1Nc1c2c(nc3ncnn13)CCC2
1,CID992802,COc1ccc(CCNC(=O)CN2C(=O)c3ccccc3S2(=O)=O)cc1OC
1,CID2068327,Cc1cc(C)nc(SCC(=O)Nc2ccc(S(=O)(=O)Nc3nccs3)cc2)n1
1,CID2891568,CC(C)(C)OC(=O)COc1ccc2cc(-c3nc4ccccc4s3)c(=O)oc2c1
0,CID5309387,CSc1nnc(Cn2c(=O)sc3ccccc32)n1C
1,CID5309944,COc1cc(C2N(c3cccc(Cl)c3)C(=O)C3CCCN32)cc(OC)c1OC
1,CID5309946,COc1ccc(N2C(=O)C3CCCN3C2c2cc(OC)c(OC)cc2OC)cc1
1,CID5309947,Cn1c(C(=O)N2CCCC2)cc2c(=O)n(C)c3ccccc3c21
0,CID5309940,CCCCNC(=O)CS(=O)Cc1nc(-c2cccc(Cl)c2)oc1C
1,CID5309941,CCn1cc(C(=O)N2CCCC2)c(=O)c2cc(S(=O)(=O)N(C)C)ccc21
0,CID5309942,COc1ccc(OC)c(-c2cc(C(=O)N3CCN(c4ccccc4)CC3)no2)c1
1,CID5309943,CCN(CC)C(=O)c1ccc2c(c1)N(Cc1ccccc1)C(=O)CS2=O
1,CID3236914,CC1CCCC(NC(=O)c2ccc3c(=O)n(CC4CCCO4)c(=O)[nH]c3c2)C1C
1,CID5309948,COc1ccc(C2C(C(=O)Nc3cccnc3)=C(C)N=C3N=C(c4ccco4)NN32)cc1
1,CID645104,COc1ccc(CN(CC2CCCO2)S(=O)(=O)c2ccc(C(=O)O)cc2)cc1OC
1,CID5307128,Cn1c(=O)oc2cc(S(=O)(=O)N3CCc4ccccc4C3)ccc21
0,CID657464,N#CC12CCCCC1CC1CCCCC1(C#N)N2Cc1ccccn1
0,CID657467,COc1cccc(NC(=O)Cc2c(O)[nH]c3ccccc3c2=O)c1
1,CID6011838,N#C/C(=C\c1cccc([N+](=O)[O-])c1)c1ccccn1
0,CID1074695,COc1ccccc1N1CCN(C2=NS(=O)(=O)c3ccccc32)CC1
1,CID693626,Cc1ccc(S(=O)(=O)C(F)(F)F)cc1NC(=O)c1cccnc1
0,CID657463,CCOC(=O)c1[nH]c2ccccc2c1NC(=O)CN(C)C
1,CID657462,Cn1c(-c2ccccc2)cc2c3no[n+]([O-])c3ccc21
1,CID5307120,Cn1c(=O)oc2cc(S(=O)(=O)N3CCCc4ccccc43)ccc21
1,CID1300212,CN(CC(=O)Nc1ccccc1C(=O)N1CCCC1)S(=O)(=O)c1ccc(Cl)cc1
1,CID5307122,Cc1ccc(CCNC(=O)C2CCCN(S(=O)(=O)c3cnc[nH]3)C2)cc1
1,CID5307123,CCOC(=O)N1CCC(N2CC34C=CC(O3)C(C(=O)Nc3ccc(F)cc3)C4C2=O)CC1
1,CID657469,CC(=O)NC1CC1c1ccccc1
0,CID657468,Cc1cc(C)n(-c2nc3c(c(=O)[nH]c(=O)n3C)n2C)n1
0,CID892382,CCc1ccc(NC(=O)C2CCN(S(C)(=O)=O)CC2)cc1
1,CID5307127,COc1ccc(NC(=O)CN(C)S(=O)(=O)c2cccc3cccnc23)cc1
1,CID648897,CCOCCCNC(=O)c1c[nH]c2cc(C)ccc2c1=O
1,CID877407,Cc1ccc(OCc2cc(C(=O)Nc3ccccc3)oc2C)cc1
0,CID847885,Cc1cc(N2CCCC2=O)cc(C)c1S(N)(=O)=O
1,CID877404,CC(C)COc1cc(=O)[nH]c(SCC(C)C)n1
1,CID877401,O=c1cc(O)nc(SCc2ccc(Cl)cc2)[nH]1
0,CID646038,C=CCN1C(=O)C(CC(=O)NCC)S/C1=N\c1ccc(S(N)(=O)=O)cc1
1,CID646039,COc1ccc(OC)c(-n2nnnc2SCC(=O)Nc2ccc(C(=O)N3CCCCC3)cc2)c1
1,CID2358432,COc1ccccc1C(=O)COC(=O)c1ccc(N(C)C)cc1
1,CID646030,CCOC(=O)Cn1nc(C)c(-c2ccccc2)c1N
0,CID646031,Cc1ccc(NCc2nnc(SCC(=O)Nc3ccccc3)n2CC2CCCO2)c(C)c1
1,CID646032,O=C(CSc1nnc(-c2ccncc2)n1Cc1ccco1)OC1CCCCC1
1,CID646033,COc1cccc(/N=C2\SC(C(=O)Nc3ccc(F)cc3)CC(=O)N2C)c1
1,CID646034,O=C1NC(c2cccnc2)C(C(=O)c2cccs2)C(O)(C(F)(F)F)N1
1,CID646035,CCc1ccc(NC(=O)CS(=O)CC(=O)NCC2OCCc3ccccc32)cc1
1,CID646036,CCC(C)(C)n1nnnc1C(c1ccc(N(C)C)cc1)N1CCN(C2CCCCC2)CC1
0,CID646037,N#Cc1c(NC(=O)CSc2nnc(-c3ccncc3)n2CC2CCCO2)sc2c1CCCC2
0,CID788570,O=C(CN1C(=O)c2ccccc2C1=O)Nc1cccc2cccnc12
1,CID663456,CN(C)c1ccc(-c2nn3c(-c4cccnc4)nnc3s2)cc1
0,CID663455,c1ccc2[nH]c(CN3CCN(c4ncnc5c4oc4ccccc45)CC3)nc2c1
1,CID663454,COc1ccc(-c2ccc(-c3noc(-c4ccc(OC)c(OC)c4)n3)c(OC)n2)cc1
0,CID663453,CCn1c(NCc2ccccn2)nc2c1c(=O)n(C)c(=O)n2C
1,CID663452,CCN(Cc1cc2cc(OC)ccc2[nH]c1=O)C(=O)c1ccncc1
1,CID663451,COC(=O)c1[nH]c2cccc(OC)c2c1NC(=O)CCN1CCN(c2ccccc2OC)CC1
1,CID999505,COc1ccc(N(CC(=O)N2CCCC2)S(=O)(=O)c2ccccc2)cc1Cl
1,CID808571,CC(C)C12CN3CC(C(C)C)(CN(C1)C3c1ccccc1O)C2=O
0,CID663459,CN(C)c1oc(-c2ccc(OCc3ccc(Cl)cc3)cc2)nc1C#N
1,CID663458,O=C1c2oc3ccc(F)cc3c(=O)c2C(c2ccccc2)N1CC1CCCO1
0,CID2997999,CCn1c2ccccc2c2nnc(SCc3cc(=O)n4ccsc4n3)nc21
1,CID2997998,O=C(OCC(=O)N1CCOCC1)c1ccccc1SCC(=O)N1CCCC1
1,CID2965350,COc1ccccc1C1(CC(=O)N2CCCCC2)CCOC(C(C)C)C1
1,CID1070232,CCCc1ccc2c(N)c(C#N)sc2n1
1,CID692191,O=C(NCc1ccco1)Oc1ccccc1
1,CID2997997,CN1CCC(N(C)C(=O)c2ccccc2Nc2ccc(SC(F)F)cc2)CC1
1,CID2997996,Cc1c(NC(=O)COc2ncnc3ccccc23)c(=O)n(-c2ccccc2)n1C
1,CID2997993,Cc1ccc(Nc2nc(CSc3nnnn3C)cs2)cc1
0,CID653929,COCCCn1c(SCC(=O)Nc2nnc(C)s2)nnc1-c1ccoc1C
1,CID541104,COC(=O)C(NC(C)=O)(Nc1nc2c(C)cc(C)cc2s1)C(F)(F)F
1,CID2951526,CCOC(=O)CN1C(=O)C(O)(c2c(C)[nH]c3ccccc23)c2ccccc21
1,CID2869374,CCC1(C)Cc2ccccc2C(Nc2c(C)n(C)n(-c3ccccc3)c2=O)=N1
0,CID2608648,COc1ccc(C)cc1-n1nnnc1SCc1nc2ccccc2s1
0,CID5741065,CCN1C(SCC(=O)Nc2ccccc2C)=NN/C1=C1/C=CC=CC1=O
0,CID795356,COc1cccc(NC(=O)Cc2ccccc2)c1
1,CID678808,CCc1ccc(NC(=O)C(=S)NC2CCCCC2)cc1
1,CID2400086,CC(=O)c1ccc(OC(=O)CCc2nc3ccccc3s2)cc1
0,CID2695338,CCOC(=O)/C=C1\SCC(=O)N1CC(=O)Nc1ccc2c(c1)CCC2
1,CID3113706,COc1ccc(C(O)c2nc3ccccc3n2C)cc1OC
1,CID4876409,C=CCNc1nnc(SC2CC(=O)N(c3ccc(OCCC)cc3)C2=O)s1
1,CID1891310,COC(=O)c1ccc(NC(=O)CSc2nc(=O)cc(C)[nH]2)cc1
0,CID1547171,COc1ccc(-c2nnnn2C)cc1S(=O)(=O)NCc1ccccc1
1,CID5307645,COc1ccc(C2=NC3=NC(C)=C(C(N)=O)C(c4ccccc4Cl)N3N2)cc1
1,CID2948326,COc1ccc(NC(C)c2cc(Cl)ccc2O)cc1
1,CID2533776,O=C1CCCN1CCCNc1ccc(S(=O)(=O)N2CCCCC2)cn1
1,CID5307644,O=C1CCc2cc(S(=O)(=O)N3CCC(C(=O)NC4CCCC4)CC3)ccc2N1
1,CID3066874,CCCCn1c(NCCO)nc2ccccc21
0,CID5307647,Cc1nn2c(=O)cc(CSc3nc4ccccc4[nH]3)nc2s1
1,CID2791379,Cc1n[nH]c(=O)nc1NC(C)c1ccccc1
1,CID1008999,C/C(=N\NC(=O)c1cccc(Cl)c1)c1cccc(NC(=O)C(C)C)c1
1,CID2997331,CCOC(=O)CC1C(=O)NCCN1Cc1cccc(C(F)(F)F)c1
1,CID2997336,CC1(C)CC(=O)C2=C(C1)NC(=O)CC2c1ccccc1F
1,CID3235678,COC(=O)c1c(-c2ccco2)csc1NC(=O)C1CC=CCC1C(=O)O
1,CID3235679,CCOc1ccc(C(=O)Nc2c(C(N)=O)oc3ccccc23)cc1
1,CID832086,CC(C)(C)C(=O)NCCN1CCN(C(=O)C(C)(C)C)CC1
0,CID2419809,O=C(CCSc1ccc(Cl)cc1)N1CCN(c2ncccn2)CC1
1,CID972709,c1ccc(CCNc2nc(-c3cccnc3)cs2)cc1
1,CID3235670,CCCCCn1c(=O)[nH]c2cc(C(=O)NCCCN3CCC(C)CC3)ccc2c1=O
0,CID3235671,CCOCCCNC(=O)C1CCN(S(=O)(=O)N2CCCCC2)CC1
1,CID3235672,Cc1ccc(CN2C(=O)CSc3ccc(C(=O)NCCN4CCOCC4)cc32)cc1
1,CID3235673,COc1ccc(CC(=O)Nc2c3c(nn2-c2cccc(Cl)c2)CS(=O)(=O)C3)cc1
0,CID3235674,CCCNC(=O)c1ccc(CNc2c(N3CCC(C(=O)OCC)CC3)c(=O)c2=O)cc1
1,CID2155329,CCOc1ccc(-n2c(SCC(=O)Nc3ccc4c(c3)OCCO4)nc3c(c2=O)SCC3)cc1
1,CID3235676,CC1CCN(c2nc(-c3ccc(F)cc3)cc(C(F)(F)F)n2)CC1
1,CID3235677,O=C1CC(c2ccc3c(c2)OCO3)Sc2nc3ccccc3n21
1,CID873408,O=C(c1ccc([N+](=O)[O-])cc1)N1CCN(C(=O)c2ccco2)CC1
1,CID644476,O=C1c2ccccc2C(=O)N1Cc1nc2ccccc2o1
1,CID5346044,Cc1ccc2c(c1)N/C(=C1/C=C(NC(=O)/C=C/c3ccccc3)C=CC1=O)O2
0,CID658705,COc1ccccc1N1CCN(CC(=O)c2c(C)n(C)c3ccccc23)CC1
1,CID658704,O=C(Cc1c(O)[nH]c2ccccc2c1=O)NCc1cccc(F)c1
1,CID658707,CCOC(=O)C1=C(C)OC(N)=C(C(=O)OCC)C1c1cccnc1
1,CID658701,CCN(CC)Cc1cc(CC(C(N)=O)C(N)=O)ccc1OC
1,CID658700,CC1(C)Cc2c(C#N)c(OCC(=O)c3ccccc3)nc(-c3ccoc3)c2CO1
0,CID658703,N#Cc1c(NCc2ccccc2)ccnc1NCc1cccnc1
1,CID658702,Cn1ccnc1SCCC#N
1,CID1355983,OCc1cn(-c2ccccc2)nc1-c1ccc(-c2nn(-c3ccccc3)cc2CO)cc1
1,CID658709,N#Cc1c(N)nc(SCC(=O)OCc2ccccc2)c(C#N)c1-c1ccco1
1,CID658708,OC(c1ccc(Cl)cc1Cl)C(Cc1cccnc1)n1cncn1
0,CID2613931,CCOc1ccccc1-n1nnnc1SCC(=O)NC(=O)NCc1ccco1
1,CID2856365,Cc1ccc(N2CC(C(=O)Nc3cccc(F)c3)CC2=O)cc1
1,CID878762,CC(=O)Nc1nc2ccccc2n1CCN(C)C
1,CID729504,CCOc1ccc(S(=O)(=O)Nc2cccnc2)cc1
1,CID644479,O=C(CN(C(=O)c1cc2c(s1)CCC2)C1CCCC1)NCc1cccs1
0,CID5181819,CCOc1ccccc1C(=O)Nc1nnc(C(C)C)s1
1,CID871808,CCOc1ccccc1C(=O)Nc1cc(OC)ccc1OC
1,CID1037128,CCOC(=O)c1c(NC(=O)c2cccs2)sc2c1CCN(C(=O)OCC)C2
1,CID2237427,CCOc1cc(C)c(Cl)cc1S(=O)(=O)N(C)C
0,CID2060921,Cc1onc(-c2ccccc2)c1C(=O)NCCc1c[nH]c2ccccc12
1,CID887498,COc1ccc(CNC(=O)COc2ccc([N+](=O)[O-])cc2)cc1
1,CID1914022,COc1cc(/C=C(/C#N)C(=O)NCCc2c[nH]c3ccccc23)ccc1OCc1ccccc1F
1,CID887497,CC(=O)Nc1cc(C(=O)OCC(=O)c2ccc(C)cc2)ccc1C
1,CID2475635,O=C(NCc1ccccc1)c1ccccc1OCC(=O)N1CCCCC1
1,CID1419787,CC(Nc1ncnc2sc3c(c12)CCC3)C(=O)O
0,CID1243259,c1csc(-c2nnc3ccccn23)c1
1,CID306804,CC(=O)Oc1ccc(C2OC(=O)c3ccccc3N2C(C)=O)cc1
1,CID2229916,COCCNC(=O)c1ccccc1NC(=O)c1ccccc1SC
1,CID2864824,CCOc1ccc(NC(=S)NC(=O)c2cccs2)c([N+](=O)[O-])c1
0,CID2949496,CCOC(=O)c1ccc(N2C(=O)CC(N3CCC(C#N)(c4ccccc4)CC3)C2=O)cc1
1,CID2864826,CC(NCCCNC1CCCCC1)=C1C(=O)CC(C)(C)CC1=O
0,CID654997,CCOc1ccc(Cc2nn[nH]n2)cc1
0,CID2527124,Cc1sc2nc(CN3CCOCC3)nc(N3CCC(C(N)=O)CC3)c2c1C
1,CID2195469,CCOCCNC(=O)c1ccc2c3c(cccc13)CC2
0,CID716784,Cc1n[nH]c(NCCc2ccccc2)nc1=O
1,CID2271523,C=CCNC(=O)CN(c1cccc(Br)c1)S(C)(=O)=O
1,CID716787,COC(=O)c1ccc(S(=O)(=O)N2CCCC2)o1
1,CID716780,Cc1ccc(-c2nc3ccccc3c(=O)n2-c2cc(C)ccn2)cc1
0,CID716782,Cc1ccnc(-n2c(C)nc3ccccc3c2=O)c1
1,CID650150,CCSC1=C(C#N)C(=O)n2c1cc1c2CCCC1
1,CID650151,CCn1nnc(NC(=O)c2c(OC)cccc2OC)n1
1,CID650152,COc1ccccc1-n1cnc2cc(NS(=O)(=O)c3ccccc3)ccc21
1,CID650153,Cn1c(=O)c2c(nc(Br)n2Cc2ccccc2Cl)n(C)c1=O
1,CID650154,COc1cc(-c2nnn(CC#N)n2)ccc1OCc1ccccc1
0,CID650155,CCOc1ccc(-c2nnc(N(CC)C(=O)C3CCC3)s2)cc1
1,CID650156,COc1cccc(C(=O)CSc2nnc(-c3ccco3)n2CC2CCCO2)c1
1,CID650157,CC(C)CNC(=O)C1CCN(c2ccc(S(=O)(=O)N3CCOCC3)cc2Cl)CC1
0,CID650158,CN(C(=O)C1CCCO1)c1nnc(-c2cnccn2)s1
0,CID650159,COCCn1c(SCC(=O)N2CCCC2)nnc1C(C)C
1,CID5310001,CC(=O)C(Sc1ccc2nnc(-c3ccncc3)n2n1)C(C)=O
0,CID1246556,NS(=O)(=O)c1ccc(CCNC(=O)c2cccnc2)cc1
1,CID5310007,CCN1CCN(CC(=O)NC2CCCCC2)C(=O)C1=O
0,CID2233423,COc1ccccc1NC(=O)CSc1nnc(C2CCCCC2)n1C
0,CID5310005,Cc1cc(NC(=O)CSc2ccc3nnc(-c4cccnc4)n3n2)no1
1,CID5310004,CCS(=O)(=O)NCc1csc(-c2ccccc2)n1
1,CID2438820,Cc1c(Cl)cccc1NC(=S)NCCc1ccc(C(F)(F)F)cc1
1,CID2160486,Cc1ccc(-n2nc3c(c2NC(=O)c2ccc(OC(C)C)cc2)CS(=O)C3)cc1
1,CID1246558,Cc1cc(C(=O)N2CCC3(CC2)OCCO3)cs1
1,CID2999516,CC(c1nnc(SCn2nnc3ccccc3c2=O)n1-c1ccc(Cl)cc1)N(C)C
1,CID934908,COc1cc(S(=O)(=O)Nc2cccnc2)ccc1F
1,CID934909,Cc1ccc2[nH]c3c(c2c1)CN(C(=O)CN(C)CC1OCCO1)CC3
1,CID2200145,COCCn1c(C)cc(C(=O)CSc2nnc3scc(-c4ccc(Cl)cc4)n23)c1C
1,CID5913771,CCCCN1C(=S)SC(C)(C)C1/[N+]([O-])=C/c1cccnc1
1,CID2999515,COc1ccccc1OCC(=O)OCC(=O)NCCN1C(=O)CSC1=O
1,CID2977461,COc1ccc(C(=O)CSc2nnc(C(CO)NC(=O)c3ccc(OC)cc3)n2C)cc1
1,CID934900,COC(=O)c1ccccc1NC(=O)CSc1nc2ncccc2[nH]1
1,CID1476689,COCc1cc(Sc2c(Cl)cccc2Cl)nc(-c2ccccc2)n1
1,CID2999514,O=C(c1ccccc1)N(CCN1CCOCC1)C1(C(=O)Nc2ccccc2)CCCCC1
0,CID847066,COCC(=O)Nc1nnc(C2CCCCC2)s1
1,CID2200149,COCCn1c(C)cc(C(=O)CSc2cc(C)c3ccccc3n2)c1C
0,CID2565283,CC(C)(C)NC(=O)NC(=O)COc1ccccc1C#N
1,CID1952556,O=[N+]([O-])c1ccc2nc(NCCCO)nc(-c3ccccc3)c2c1
1,CID375912,O=c1cc(-c2ccccc2)c2ccccc2[nH]1
1,CID2107670,Cc1cccc(C)c1-n1c(SCC(=O)N2CC(=O)Nc3ccccc32)nc2ccccc2c1=O
0,CID745328,Nn1c(Nc2ccccc2)nc2sc3c(c2c1=O)CCC3
1,CID2956112,COc1ccc(OC)c(S(=O)(=O)N2CCC(C(=O)NCCc3ccccc3)CC2)c1
1,CID1358057,COc1ccc(S(=O)(=O)N(CCc2ccccc2)CC(=O)Nc2ccccc2Cl)cc1
1,CID650287,CC(C)(C)NC(=O)Cn1c(SCC(=O)NC2CCCCC2)nc2ccccc21
1,CID2343155,CS/C(=N\CCCN1CCOCC1)NS(=O)(=O)c1cccs1
1,CID5145128,O=C(CSc1nc2ccccc2[nH]1)NCC1CCCO1
0,CID5308388,CCC(C)OC(=O)c1[nH]c2c(c1C)C(=O)CC(c1ccc(N(C)C)cc1)C2
1,CID658393,COC(=O)CN(c1nc(C)c(Br)c(OC)n1)S(=O)(=O)c1ccc(C)cc1
1,CID1912687,COc1cc(/C=C2\SC(NS(=O)(=O)c3ccccc3)=NC2=O)c([N+](=O)[O-])cc1OC
1,CID1912686,COc1cc(/C=C2/SC(NS(=O)(=O)c3ccccc3)=NC2=O)c([N+](=O)[O-])cc1OC
1,CID2527785,Cc1noc(C)c1COc1ccc(C(=O)NCCc2ccccn2)cc1
1,CID4162397,CC(=O)Nc1c(-c2ccc(F)cc2)nc2ccccn12
1,CID4324228,COCCCNC(=O)C1CC(=O)N(CCc2ccccc2)C1
1,CID646869,COC(=O)c1nc2nc(C)cc(C(F)(F)F)n2n1
1,CID646863,CCOc1ccc(C2C(C#N)=C(N)SC(N)=C2C#N)cc1OCC
1,CID646862,O=C(CCn1nnc2ccccc21)Nc1nnc(-c2ccccc2F)s1
1,CID646861,O=C(NCC(=O)N(c1ccccc1F)C(C(=O)NCC1CCCO1)c1ccccc1)c1ccco1
1,CID1484761,Cc1nc(S(=O)(=O)c2cccc(Cl)c2)nc2c1CCC2
0,CID646867,COc1cccc(N(C(=O)c2ccco2)C(C(=O)NC2CCCC2)c2ccc(N(C)C)cc2)c1
1,CID646866,CCOC(=O)Nc1cc2c(C)cc(=O)oc2cc1C
1,CID646865,O=C(CSc1nnc(-c2ccncc2)n1CC1CCCO1)NCc1ccccc1
1,CID646864,COCCn1nnnc1C(c1cc2cc(C)cc(C)c2[nH]c1=O)N1CCN(c2ccccc2F)CC1
